loop:1,season:59346520,P_air:4.994774130179195,P_ice:9.512919958801913e-06,P_rego:0.00521635690084698,T_sub:214.2944853873699
75,410.8898668405309,0,411.0234609418087,0,411.0234609418087,0
76,411.7482937927001,0,411.8879504539005,0,411.8879504539005,0
77,412.5490989991306,0,412.6943844262409,0,412.6943844262409,0
78,413.2919422523001,0,413.4424261378492,0,413.4424261378492,0
79,413.9765091529571,0,414.1317643707081,0,414.1317643707081,0
80,414.602510964082,0,414.7621132749595,0,414.7621132749595,0
81,415.169684478868,0,415.3332122470601,0,415.3332122470601,0
82,415.6777919021243,0,415.8448258203501,0,415.8448258203501,0
83,416.1266207445686,0,416.2967435675473,0,416.2967435675473,0
84,416.5159837295222,0,416.688780014681,0,416.688780014681,0
85,416.8457187115817,0,417.0207745661094,0,417.0207745661094,0
86,417.1156886068895,0,417.2925914402184,0,417.2925914402184,0
87,417.325781334675,0,417.5041196155463,0,417.5041196155463,0
88,417.4759097697988,0,417.6552727870279,0,417.6552727870279,0
89,417.5660117060725,0,417.7459893321972,0,417.7459893321972,0
90,417.5960498301774,0,417.7762322871529,0,417.7762322871529,0
91,417.5660117060725,0,417.7459893321972,0,417.7459893321972,0
92,417.4759097697988,0,417.6552727870279,0,417.6552727870279,0
93,417.325781334675,0,417.5041196155463,0,417.5041196155463,0
94,417.1156886068895,0,417.2925914402184,0,417.2925914402184,0
95,416.8457187115817,0,417.0207745661094,0,417.0207745661094,0
96,416.5159837295222,0,416.688780014681,0,416.688780014681,0
97,416.1266207445686,0,416.2967435675473,0,416.2967435675473,0
98,415.6777919021243,0,415.8448258203501,0,415.8448258203501,0
99,415.169684478868,0,415.3332122470601,0,415.3332122470601,0
100,414.602510964082,0,414.7621132749595,0,414.7621132749595,0
101,413.9765091529571,0,414.1317643707081,0,414.1317643707081,0
102,413.2919422523001,0,413.4424261378492,0,413.4424261378492,0
103,412.5490989991306,0,412.6943844262409,0,412.6943844262409,0
104,411.7482937927001,0,411.8879504539005,0,411.8879504539005,0
105,410.8898668405309,0,411.0234609418087,0,411.0234609418087,0
106,409.9741843191201,0,410.1012782623002,0,410.1012782623002,0
107,409.0016385500147,0,409.1217906016671,0,409.1217906016671,0
108,407.972648192026,0,408.085412137732,0,408.085412137732,0
109,406.8876584503964,0,406.9925832331086,0,406.9925832331086,0
110,405.7471413038091,0,405.8437706450064,0,405.8437706450064,0
111,404.5515957501812,0,404.6394677524286,0,404.6394677524286,0
112,403.301548072231,0,403.3801948017261,0,403.3801948017261,0
113,401.9975521238897,0,402.0664991714473,0,402.0664991714473,0
114,400.6401896386693,0,400.6989556575475,0,400.6989556575475,0
115,399.230070561157,0,399.2781667800485,0,399.2781667800485,0
116,397.767833402867,0,397.8047631122566,0,397.8047631122566,0
117,396.2541456237195,0,396.2794036337569,0,396.2794036337569,0
118,394.6897040404675,0,394.7027761083359,0,394.7027761083359,0
119,393.0752352634252,0,393.0755974881655,0,393.0755974881655,0
120,391.4114961628743,0,391.3986143454383,0,391.3986143454383,0
121,389.6992743665477,0,389.6726033328022,0,389.6726033328022,0
122,387.9393887895847,0,387.8983716737945,0,387.8983716737945,0
123,386.1326901983131,0,386.0767576846329,0,386.0767576846329,0
124,384.2800618091997,0,384.2086313284518,0,384.2086313284518,0
125,382.3824199241948,0,382.2948948032071,0,382.2948948032071,0
126,380.4407146036057,0,380.3364831641939,0,380.3364831641939,0
127,378.455930377442,0,378.3343649820935,0,378.3343649820935,0
128,376.4290869959726,0,376.2895430371116,0,376.2895430371116,0
129,374.3612402199009,0,374.2030550496356,0,374.2030550496356,0
130,372.2534826501987,0,372.0759744473161,0,372.0759744473161,0
131,370.1069445970969,0,369.9094111681238,0,369.9094111681238,0
132,367.922794987123,0,367.7045124982134,0,367.7045124982134,0
133,365.7022423062084,0,365.462463942774,0,365.462463942774,0
134,363.4465355758952,0,363.1844901269571,0,363.1844901269571,0
135,361.1569653583634,0,360.8718557228493,0,360.8718557228493,0
136,358.8348647843947,0,358.5258663969302,0,358.5258663969302,0
137,356.4816105963834,0,356.1478697705491,0,356.1478697705491,0
138,354.0986241960251,0,353.739256383678,0,353.739256383678,0
139,351.6873726832245,0,351.3014606492518,0,351.3014606492518,0
140,349.2493698689356,0,348.835961781885,0,348.835961781885,0
141,346.7861772398943,0,346.3442846802384,0,346.3442846802384,0
142,344.2994048473138,0,343.8280007368497,0,343.8280007368497,0
143,341.7907120842721,0,341.2887285422954,0,341.2887285422954,0
144,339.2618083073862,0,338.7281344420977,0,338.7281344420977,0
145,336.7144532469725,0,336.1479328939489,0,336.1479328939489,0
146,334.1504571356152,0,333.5498865595744,0,333.5498865595744,0
147,331.5716804671509,0,330.9358060486765,0,330.9358060486765,0
148,328.9800332754879,0,328.3075492111543,0,328.3075492111543,0
149,326.3774737941134,0,325.6670198470562,0,325.6670198470562,0
150,323.7660063207825,0,323.0161656694207,0,323.0161656694207,0
151,321.1476780654399,0,320.356975311613,0,320.356975311613,0
152,318.524574699681,0,317.6914741144279,0,317.6914741144279,0
153,315.8988142487229,0,315.0217183555297,0,315.0217183555297,0
154,313.2725388660283,0,312.3497874888075,0,312.3497874888075,0
155,310.64790389821,0,309.6777738363886,0,309.6777738363886,0
156,308.027063472119,0,307.007769010431,0,307.007769010431,0
157,305.4121516007799,0,304.3418461200498,0,304.3418461200498,0
158,302.8052574865517,0,301.6820365186097,0,301.6820365186097,0
159,300.2083932641704,0,299.0302994354877,0,299.0302994354877,0
160,297.6234518222807,0,296.3884822665877,0,296.3884822665877,0
161,295.0521514927222,0,293.7582684962508,0,293.7582684962508,0
162,292.4959631841189,0,291.14110907857,0,291.14110907857,0
163,289.9560137750475,0,288.5381314434521,0,288.5381314434521,0
164,287.4329569754347,0,285.9500178317924,0,285.9500178317924,0
165,284.9267989258728,0,283.3768409449885,0,283.3768409449885,0
166,282.4366597116975,0,280.8178391408783,0,280.8178391408783,0
167,279.9604422949973,0,278.2711042734487,0,278.2711042734487,0
168,277.4943645488348,0,275.7331403356768,0,275.7331403356768,0
169,275.0322833277763,0,273.1982258040981,0,273.1982258040981,0
170,272.5646924972405,0,270.6574681891263,0,270.6574681891263,0
171,270.0771904471856,0,268.0973577079376,0,268.0973577079376,0
172,267.5480452651705,0,265.4974689629972,0,265.4974689629972,0
173,264.9441405649153,0,262.8266335490027,0,262.8266335490027,0
174,262.2138163183284,0,260.036180663134,0,260.036180663134,0
175,259.2732353587913,0,257.0470640112444,0,257.0470640112444,0
176,255.9776811680076,0,253.7227592433416,0,253.7227592433416,0
177,252.052045777169,0,249.8036243856413,0,249.8036243856413,0
178,246.8828270894807,0,244.7104832267211,0,244.7104832267211,0
179,238.6187498666605,0,236.6953425384538,0,236.6953425384538,0
180,214.2944853873699,864.2762175014998,214.2944854783357,864.2803881274118,214.2944854783357,864.2803881274118
